frame,subframe,left_force_Fx,left_force_Fy,left_force_Fz,right_force_Fx,right_force_Fy,right_force_Fz,left_force,right_force,combined_force
3576,5,152.369,-18.2358,-745.527,-145.041,-21.3845,-766.873,761.1565964317987,780.7614146781654,1541.918011109964
3576,6,152.006,-18.0442,-746.157,-144.933,-21.0448,-765.586,761.696583843357,779.468011846567,1541.164595689924
3576,7,152.006,-18.3951,-746.474,-144.44,-21.399,-766.443,762.0155093014906,780.2279814579839,1542.2434907594745
3576,8,152.026,-18.2446,-746.732,-144.643,-21.2688,-763.544,762.2686205853944,777.4145607322004,1539.6831813175947
3576,9,152.292,-18.1832,-748.283,-144.395,-21.4966,-763.165,763.839597111357,777.0024691476597,1540.8420662590165
3577,0,151.933,-18.344,-748.75,-143.944,-21.657,-761.987,764.229482109268,775.7661303215035,1539.9956124307714
3577,1,152.037,-18.5765,-748.937,-143.7,-21.86,-760.364,764.438987552473,774.1323931318209,1538.571380684294
3577,2,152.423,-18.7637,-749.487,-143.338,-21.6262,-760.82,765.0592202801623,774.5066475960294,1539.5658678761918
3577,3,151.715,-18.3535,-750.909,-143.322,-21.4292,-758.697,766.301910782069,772.4128067980489,1538.7147175801178
3577,4,152.006,-18.7213,-751.713,-143.1,-21.7351,-758.624,767.1562718760043,772.3084862592215,1539.4647581352258
3577,5,152.011,-18.805,-752.426,-142.996,-21.9582,-757.457,767.8579670889663,771.1492238291107,1539.007190918077
3577,6,152.068,-18.9801,-753.884,-142.541,-22.0307,-755.91,769.3022853703283,769.5474101856818,1538.84969555601
3577,7,151.86,-19.3952,-753.112,-142.251,-22.0251,-755.423,768.5150082640156,769.0151890307563,1537.5301972947718
3577,8,152.0,-19.1259,-755.217,-142.236,-21.9883,-754.915,770.5988042683495,768.5123435950069,1539.1111478633563
3577,9,151.908,-19.4094,-757.073,-142.008,-22.528,-754.051,772.4068180702187,767.6370844670026,1540.0439025372214
3578,0,151.627,-19.3577,-757.627,-141.838,-22.953,-752.441,772.8933553908262,766.0367595187583,1538.9301149095845
3578,1,151.792,-19.6578,-758.994,-141.464,-22.839,-751.014,774.2732930954289,764.5624313376901,1538.8357244331191
3578,2,152.048,-19.8023,-759.132,-141.299,-23.2951,-750.072,774.4624708875763,763.620373136423,1538.0828440239993
3578,3,151.548,-19.8129,-761.131,-141.003,-23.6015,-749.533,776.3245110592669,763.0456047316242,1539.370115790891
3578,4,151.699,-19.9788,-761.468,-140.905,-23.8404,-748.234,776.688646804136,761.758952985234,1538.44759978937
3578,5,151.761,-20.2641,-761.946,-140.532,-24.156,-747.044,777.1767764066358,760.5310600468596,1537.7078364534955
3578,6,151.6,-20.2109,-762.369,-140.367,-24.5248,-747.22,777.5587004463457,760.6852758559482,1538.243976302294
3578,7,151.387,-20.5068,-764.039,-140.067,-24.5979,-745.369,779.1624645324234,758.8140532003938,1537.9765177328172
3578,8,151.455,-20.5843,-764.157,-139.891,-24.6136,-744.755,779.2934306668382,758.1789572462163,1537.4723879130545
3578,9,151.371,-20.6821,-765.801,-139.435,-24.8673,-742.43,780.8918622334402,755.8192950264566,1536.711157259897
3579,0,151.236,-21.0356,-765.378,-139.15,-25.371,-741.649,780.4603174072082,755.0163238910799,1535.476641298288
3579,1,151.371,-20.9048,-765.863,-139.207,-25.3183,-741.241,780.9585936994612,754.6242940993154,1535.5828877987765
3579,2,151.215,-21.1177,-766.34,-138.969,-25.6353,-739.588,781.4018998430257,752.9674370854891,1534.3693369285147
