frame,subframe,left_force_Fx,left_force_Fy,left_force_Fz,right_force_Fx,right_force_Fy,right_force_Fz,left_force,right_force,combined_force
1939,2,154.246,-2.30251,-986.163,-171.117,11.3064,-1011.58,998.1555954044941,1026.0131377180119,2024.168733122506
1939,3,154.302,-2.40207,-985.839,-171.15,11.3723,-1011.51,997.844382188568,1025.9503554301689,2023.794737618737
1939,4,153.957,-2.01309,-986.376,-171.117,11.1943,-1010.91,998.3208020252548,1025.3513388792594,2023.6721409045142
1939,5,153.79,-1.50212,-986.701,-171.218,11.0516,-1010.14,998.6152832124563,1024.6075155817275,2023.2227987941837
1939,6,153.924,-1.47923,-986.493,-171.305,10.9719,-1009.2,998.4303806206985,1023.6944981851813,2022.1248788058797
1939,7,154.17,-1.05645,-987.355,-171.227,10.5728,-1009.15,999.3194689445426,1023.6279559140811,2022.9474248586237
1939,8,153.88,-0.72373,-988.634,-171.217,10.3847,-1007.99,1000.5382372209035,1022.4807788819749,2023.0190161028784
1939,9,153.758,-0.423704,-988.773,-171.26,10.3988,-1007.26,1000.656658209038,1021.7684817224692,2022.4251399315071
1940,0,153.936,-0.256693,-989.218,-171.049,10.5652,-1007.87,1001.1236734346543,1022.336207297795,2023.4598807324492
1940,1,154.126,0.132577,-989.357,-170.984,10.452,-1006.98,1001.2902251104127,1021.4467646235902,2022.736989734003
1940,2,154.248,0.499623,-989.497,-170.982,10.2657,-1007.23,1001.4474565029071,1021.6910011449107,2023.1384576478179
1940,3,154.349,0.743579,-990.381,-170.818,10.4427,-1006.9,1002.3366160485854,1021.3400261946508,2023.676642243236
1940,4,154.248,0.777678,-990.591,-170.981,10.3778,-1006.53,1002.5285928930266,1021.0018814839863,2023.530474377013
1940,5,154.438,0.76654,-991.591,-170.683,10.4427,-1006.14,1003.5459106132472,1020.56819275945,2024.1141033726972
1940,6,154.559,0.833176,-992.195,-170.493,10.2654,-1005.7,1004.161389761749,1020.100843782692,2024.262233544441
1940,7,154.726,0.811154,-992.87,-170.229,10.1455,-1004.94,1004.8540341496429,1019.3062578103061,2024.160291959949
1940,8,154.748,1.05524,-993.312,-170.327,10.3472,-1004.96,1005.2943779706806,1019.344374133119,2024.6387521037996
1940,9,154.981,1.11164,-992.892,-170.117,10.5458,-1004.49,1004.9153545291712,1018.847961025903,2023.7633155550743
1941,0,155.449,1.15569,-994.123,-170.007,10.4226,-1003.96,1006.2038890549848,1018.3057950536078,2024.5096841085924
1941,1,155.527,1.26675,-993.96,-169.939,10.2567,-1003.75,1006.0550352662435,1018.0857164875117,2024.1407517537552
1941,2,155.737,1.26675,-994.031,-169.774,10.3469,-1003.37,1006.1576649738163,1017.6844433888189,2023.8421083626351
1941,3,156.149,1.33314,-994.032,-169.707,10.3883,-1004.22,1006.2225919185375,1018.5117530131354,2024.734344931673
1941,4,156.404,1.45534,-992.913,-169.496,9.99049,-1003.57,1005.1569801774823,1017.8317389462957,2022.988719123778
1941,5,156.927,1.34402,-993.261,-169.229,10.1687,-1002.97,1005.5820721551078,1017.1974625414134,2022.7795346965213
1941,6,157.004,1.34356,-993.933,-168.865,10.3122,-1002.67,1006.2578544580279,1016.8425928302964,2023.1004472883242
1941,7,157.193,1.27715,-993.839,-168.853,10.2797,-1002.59,1006.194428667801,1016.7613859412099,2022.955814609011
1941,8,157.704,1.10989,-992.979,-168.71,10.2899,-1002.27,1005.4248245954603,1016.4222051106568,2021.8470297061172
1941,9,158.261,1.08832,-993.187,-168.585,10.2251,-1002.34,1005.7177265666656,1016.4698374742903,2022.187564040956
1942,0,158.628,0.98887,-993.538,-168.076,10.2448,-1001.74,1006.1220491033267,1015.7940368514869,2021.9160859548138
1942,1,158.961,0.899084,-992.328,-167.889,10.0688,-1002.16,1004.9797348489367,1016.1755570050088,2021.1552918539455
1942,2,159.35,0.888466,-992.302,-167.654,10.27,-1002.48,1005.0156571296952,1016.4543703560923,2021.4700274857876
1942,3,159.806,0.744089,-992.208,-167.257,10.401,-1002.08,1004.9951375844761,1015.9957732441608,2020.990910828637
1942,4,160.296,0.733378,-991.671,-167.233,10.1565,-1002.06,1004.543039247344,1015.9696227649968,2020.5126620123408
1942,5,160.65,0.389346,-991.534,-166.857,10.0783,-1002.34,1004.4641592641858,1016.1832050274646,2020.6473642916503
1942,6,161.396,-0.0558119,-989.25,-166.77,10.1138,-1002.27,1002.3294041536286,1016.1002286932328,2018.4296328468613
1942,7,161.841,-0.210778,-989.2,-166.623,10.2227,-1001.99,1002.3518312989534,1015.8010079854666,2018.15283928442
1942,8,162.318,-0.666646,-989.739,-166.194,9.99042,-1002.41,1002.9610489255748,1016.1427371328185,2019.1037860583933
1942,9,162.818,-1.03246,-988.504,-166.27,10.1459,-1001.96,1001.823799434637,1015.7128008383128,2017.5366002729497
1943,0,162.951,-1.51041,-988.478,-166.004,10.2335,-1001.53,1001.8203762268803,1015.2459768146092,2017.0663530414895
1943,1,163.551,-1.49956,-987.943,-165.692,10.0887,-1002.41,1001.390308286531,1016.0617249122663,2017.4520331987974
1943,2,164.331,-1.7005,-987.197,-165.195,9.88949,-1002.2,1000.7824369313491,1015.7716426625918,2016.554079593941
1943,3,164.72,-2.14284,-985.896,-165.151,9.94413,-1002.06,999.5640014422617,1015.6268911969872,2015.190892639249
1943,4,165.131,-2.765,-984.518,-164.973,9.98892,-1002.24,998.2743033405197,1015.7760023015736,2014.0503056420935
1943,5,165.531,-3.13131,-984.495,-164.74,10.0773,-1001.94,998.3189480763731,1015.4430477261095,2013.7619958024825
1943,6,165.763,-3.72091,-983.285,-164.508,10.0664,-1001.71,997.1662893245178,1015.1783777115035,2012.3446670360213
1943,7,166.196,-4.05409,-982.075,-164.275,10.0647,-1002.1,996.0466112018695,1015.5254717687243,2011.5720829705938
1943,8,166.909,-4.53129,-980.377,-164.087,9.78737,-1001.74,994.4939461852264,1015.1371157535897,2009.631061938816
1943,9,167.064,-5.09858,-979.282,-163.92,9.74101,-1002.06,993.4433104802793,1015.4254759832551,2008.8687864635344
1944,0,167.285,-5.39756,-978.794,-163.599,9.65287,-1002.38,993.0010570563122,1015.6886703612662,2008.6897274175785
1944,1,167.718,-5.90824,-977.813,-163.377,9.59564,-1002.99,992.1101238234079,1016.2544270683447,2008.3645508917525
1944,2,168.13,-6.50826,-976.957,-163.258,9.34157,-1003.91,991.3400194671996,1017.1409575835911,2008.4809770507907
1944,3,168.34,-7.05252,-974.723,-163.488,9.41865,-1004.14,989.1779518202729,1017.4056107137519,2006.5835625340248
