frame,subframe,left_force_Fx,left_force_Fy,left_force_Fz,right_force_Fx,right_force_Fy,right_force_Fz,left_force,right_force,combined_force
1343,7,144.764,-17.1027,-847.594,-172.283,-2.29181,-1033.26,860.0376194558527,1047.5270459907354,1907.5646654465882
1343,8,144.612,-16.8214,-846.685,-172.492,-2.37789,-1033.67,859.1106327283815,1047.9660363412795,1907.076669069661
1343,9,144.557,-17.0417,-847.057,-172.267,-2.59074,-1032.95,859.4723422175317,1047.2193341047268,1906.6916763222584
1344,0,144.843,-17.0451,-848.117,-172.184,-2.4776,-1033.72,860.5652071586499,1047.964935843638,1908.5301430022878
1344,1,144.712,-17.118,-847.766,-172.054,-3.08377,-1033.7,860.1986861324539,1047.925464216522,1908.124150348976
1344,2,145.011,-17.1092,-846.978,-172.331,-3.37368,-1033.35,859.4723074827018,1047.6266404486582,1907.09894793136
1344,3,145.081,-16.95,-846.739,-172.042,-3.29457,-1032.65,859.2454440856815,1046.8884021019076,1906.133846187589
1344,4,145.02,-16.708,-847.955,-172.119,-3.2552,-1033.86,860.4287534066956,1048.0944833783067,1908.5232367850022
1344,5,145.262,-16.3444,-847.639,-172.181,-3.84785,-1033.48,860.1511857669907,1047.7318421765287,1907.8830279435194
1344,6,145.619,-16.4131,-847.467,-171.96,-3.92596,-1032.3,860.0433704770999,1046.5318651440678,1906.5752356211676
1344,7,145.414,-16.3555,-847.124,-171.935,-4.01611,-1033.02,859.6695906871721,1047.238317559347,1906.9079082465191
1344,8,145.705,-16.6411,-846.579,-171.49,-4.31405,-1032.29,859.1873349131782,1046.4464034184466,1905.633738331625
1344,9,145.631,-16.5192,-847.799,-171.416,-4.39223,-1032.82,860.3745791982931,1046.957443805799,1907.332023004092
1345,0,145.656,-16.9473,-847.699,-171.408,-4.47923,-1031.29,860.2886003628607,1045.4471914283345,1905.7357917911952
1345,1,146.091,-16.7182,-848.597,-171.261,-4.71679,-1031.47,861.2426759637727,1045.6017115177767,1906.8443874815493
1345,2,145.938,-16.5674,-848.126,-171.241,-5.03239,-1031.94,860.7497257988293,1046.0635585996256,1906.813284398455
1345,3,145.856,-16.5179,-847.984,-170.852,-5.39496,-1032.03,860.5949558371872,1046.0905469400827,1906.68550277727
1345,4,145.734,-16.9458,-848.117,-170.497,-5.33823,-1030.92,860.7136600418515,1044.937208691763,1905.6508687336145
1345,5,146.173,-16.7128,-847.838,-170.713,-5.63779,-1030.13,860.5086506577607,1044.1946800980575,1904.7033307558181
1345,6,146.116,-16.4993,-848.238,-170.627,-5.72472,-1029.87,860.8889690317155,1043.9245961505449,1904.8135651822604
1345,7,146.386,-16.6263,-847.179,-170.386,-5.93679,-1030.52,859.8939195555985,1044.5276946407423,1904.4216141963407
1345,8,145.972,-16.2413,-847.476,-170.006,-5.80653,-1028.58,860.1088158981339,1042.5509926265672,1902.659808524701
1345,9,146.484,-15.9752,-847.323,-169.781,-6.13057,-1029.44,860.0401360401967,1043.3646943660328,1903.4048304062294
1346,0,146.411,-16.4655,-847.29,-169.699,-6.64266,-1028.36,860.0044405183324,1042.2889067494077,1902.29334726774
1346,1,146.415,-16.0027,-846.655,-169.54,-6.56866,-1028.18,859.3707742629429,1042.0849635678444,1901.4557378307873
1346,2,146.501,-15.6382,-846.364,-169.311,-6.55569,-1027.67,859.0920304578783,1041.5444400947931,1900.6364705526714
1346,3,146.715,-15.7071,-846.733,-169.156,-6.35137,-1026.9,859.4933260383177,1040.7582342873282,1900.2515603256459
1346,4,146.571,-15.6171,-847.81,-168.971,-6.6831,-1026.76,860.528179639348,1040.5921200290775,1901.1202996684256
1346,5,146.641,-15.3097,-847.736,-168.309,-7.34592,-1026.98,860.4616757828846,1040.7063958781298,1901.1680716610144
1346,6,146.567,-15.1005,-846.384,-168.305,-7.35475,-1025.44,859.1133720558946,1039.1861522232496,1898.2995242791442
1346,7,146.571,-15.3161,-847.002,-168.223,-7.49854,-1025.29,859.7267176051992,1039.0258851112092,1898.7526027164083
1346,8,146.633,-15.2344,-846.933,-168.052,-7.43233,-1025.39,859.6678603515196,1039.096418208257,1898.7642785597768
1346,9,146.412,-15.0587,-845.657,-167.598,-7.61704,-1024.3,858.3699667618213,1037.9487457973837,1896.3187125592049
1347,0,146.403,-14.538,-844.956,-167.39,-8.28045,-1023.95,857.6688368997675,1037.5748553488575,1895.243692248625
1347,1,146.28,-14.4604,-846.19,-167.586,-8.28823,-1023.37,858.8623042538077,1037.034193772092,1895.8964980258997
1347,2,146.703,-14.3649,-846.147,-167.132,-8.44862,-1023.78,858.8904855509869,1037.3668459151297,1896.2573314661167
1347,3,146.342,-13.9972,-845.43,-166.911,-8.6861,-1023.05,858.1164183674846,1036.6127689519408,1894.7291873194254
1347,4,146.478,-13.9878,-846.398,-166.874,-8.98472,-1023.6,859.0931482888454,1037.1521667862814,1896.2453150751269
1347,5,146.26,-13.8114,-847.117,-166.212,-9.06236,-1022.5,859.7615681448897,1035.960812633745,1895.7223807786347
1347,6,146.331,-13.295,-846.15,-166.22,-9.15693,-1022.03,858.812750886944,1035.4990384674554,1894.3117893543995
1347,7,146.243,-13.2827,-845.405,-166.331,-9.53326,-1021.85,858.0635519548013,1035.3426037342556,1893.406155689057
1347,8,146.039,-13.0535,-845.825,-165.664,-9.71467,-1021.39,858.4391149104578,1034.7832950957456,1893.2224100062035
1347,9,146.35,-12.8973,-845.075,-165.582,-10.2997,-1021.37,857.7507904235881,1034.7560869326114,1892.5068773561995
1348,0,146.635,-12.7408,-845.363,-165.426,-10.2503,-1020.87,858.0808545694514,1034.237103872265,1892.3179584417162
1348,1,146.418,-12.5641,-845.063,-165.271,-10.6975,-1020.28,857.7456273871701,1033.6344703749241,1891.3800977620942
1348,2,146.483,-12.0778,-845.282,-165.096,-10.7823,-1020.59,857.9655016758192,1033.9133886884772,1891.8788903642962
1348,3,146.347,-12.5678,-846.328,-164.596,-11.0362,-1020.68,858.9799052305241,1033.9251923260406,1892.9050975565647
1348,4,146.581,-12.1132,-845.692,-164.892,-11.6306,-1019.44,858.3866716342001,1032.7548383427502,1891.1415099769501
1348,5,146.799,-11.9007,-845.402,-164.876,-11.7302,-1019.25,858.1352542959006,1032.5658601116154,1890.701114407516
1348,6,146.712,-12.0427,-845.753,-164.552,-12.1718,-1018.65,858.46815583124,1031.92700125505,1890.39515708629
1348,7,146.503,-11.9447,-846.557,-164.057,-12.1836,-1018.81,859.2232300840626,1032.0062768500782,1891.2295069341408
1348,8,146.717,-11.5105,-847.089,-164.384,-12.4257,-1018.85,859.7779618135429,1032.1006830617303,1891.878644875273
1348,9,146.577,-11.6443,-845.66,-163.648,-12.7816,-1016.84,858.3479727077416,1030.0037003829452,1888.3516730906867
1349,0,146.734,-11.4118,-847.556,-163.653,-12.5814,-1016.53,860.2396579275104,1029.6959924827133,1889.9356504102238
1349,1,146.873,-11.1989,-845.618,-163.71,-12.9502,-1016.55,858.3512657497571,1029.7293694364748,1888.080635186232
1349,2,146.729,-11.3287,-846.835,-163.408,-12.9706,-1016.85,859.5273445968371,1029.9778315227761,1889.5051761196132
1349,3,146.811,-11.0375,-846.544,-163.256,-13.3561,-1016.63,859.250859797795,1029.7414548532122,1888.9923146510073
1349,4,146.975,-11.1024,-846.827,-163.163,-13.663,-1015.59,859.5585389255115,1028.703985720868,1888.2625246463795
1349,5,147.279,-10.9547,-846.389,-162.795,-13.876,-1016.17,859.1771927920864,1029.2211736555948,1888.3983664476814
1349,6,147.414,-10.9547,-846.879,-162.786,-13.7605,-1015.49,859.6830424575618,1028.5468259910435,1888.2298684486054
1349,7,147.196,-10.9459,-847.328,-162.619,-14.3601,-1014.29,860.0879110456151,1027.3438352046553,1887.4317462502704
1349,8,147.274,-10.7993,-847.033,-162.218,-14.5108,-1014.86,859.8087921424682,1027.8453494765836,1887.6541416190516
1349,9,147.344,-10.786,-847.291,-161.633,-14.6138,-1013.92,860.0747821050214,1026.8264489383978,1886.901231043419
1350,0,147.282,-10.5641,-846.365,-161.711,-15.139,-1013.59,859.1491727039083,1026.5204941656061,1885.6696668695145
1350,1,147.503,-10.5766,-846.406,-161.777,-15.2953,-1013.3,859.2276277637725,1026.246867927542,1885.4744956913146
1350,2,147.495,-10.797,-847.206,-161.625,-15.4712,-1013.44,860.0170676620319,1026.363791379275,1886.3808590413068
1350,3,147.363,-10.793,-847.643,-161.544,-15.9955,-1013.28,860.4248939140476,1026.2010906037128,1886.6259845177606
1350,4,147.664,-10.7118,-847.173,-161.381,-16.1486,-1013.07,860.012494958207,1025.9704817113209,1885.982976669528
1350,5,147.724,-10.5556,-846.993,-161.094,-16.2374,-1012.09,859.8435572337331,1024.9590714242008,1884.8026286579338
1350,6,147.519,-10.4043,-846.587,-161.233,-16.5327,-1011.07,859.4065704824986,1023.9784936014477,1883.3850640839464
1350,7,147.819,-10.3586,-847.617,-161.09,-16.5372,-1011.92,860.4721587849081,1024.7953715175727,1885.2675303024807
1350,8,147.897,-10.8697,-846.683,-161.14,-16.6224,-1010.51,859.5718559120522,1023.4123625800893,1882.9842184921415
1350,9,147.97,-10.7878,-846.495,-160.698,-16.8564,-1010.05,859.3982095360916,1022.8924615642447,1882.2906711003363
1351,0,147.982,-10.6367,-845.887,-160.698,-17.0942,-1010.02,858.7995275265876,1022.8667847171693,1881.6663122437567
1351,1,148.216,-10.5501,-846.051,-160.702,-17.3932,-1009.56,859.0003386885304,1022.4182362469088,1881.4185749354392
1351,2,148.445,-10.3131,-846.136,-160.764,-17.5,-1009.52,859.1207182652563,1022.3903090777025,1881.5110273429586
1351,3,148.594,-10.0261,-844.899,-160.523,-18.0668,-1008.76,857.92483337307,1021.6118540772909,1879.536687450361
1351,4,148.602,-10.1526,-844.969,-160.155,-17.6558,-1008.99,857.9966437298925,1021.7740314759619,1879.7706752058543
1351,5,148.737,-9.78841,-846.135,-160.155,-18.2467,-1007.48,859.1640974600417,1020.2933482513204,1879.4574457113622
1351,6,148.535,-9.86589,-844.89,-160.144,-18.2517,-1008.04,857.9038956144751,1020.8446830389479,1878.748578653423
1351,7,148.896,-9.93905,-844.729,-159.918,-18.3454,-1006.95,857.8087706312535,1019.7345845489208,1877.5433551801743
