frame,subframe,left_force_Fx,left_force_Fy,left_force_Fz,right_force_Fx,right_force_Fy,right_force_Fz,left_force,right_force,combined_force
1302,9,98.4309,-7.0465,-709.521,-113.886,8.39046,-820.494,716.3507134623793,828.402574145573,1544.7532876079522
1303,0,98.272,-7.14697,-708.916,-113.652,8.62356,-819.48,715.7306478139532,827.3684870062876,1543.0991348202408
1303,1,97.9188,-6.94833,-707.193,-113.381,8.91585,-818.547,713.9736059072694,826.4102702358089,1540.3838761430784
1303,2,97.8843,-7.10903,-706.186,-113.032,8.99291,-817.495,712.9730297073171,825.321258952699,1538.2942886600163
1303,3,97.6673,-6.88968,-705.411,-112.993,9.05169,-817.089,712.1734677034749,824.9144107492947,1537.0878784527695
1303,4,97.7689,-6.73743,-703.978,-112.721,9.07093,-815.83,710.7666109590509,823.6303142260276,1534.3969251850785
1303,5,97.5885,-6.54129,-702.349,-112.624,9.12943,-814.574,709.1265201697889,822.3735850233304,1531.5001051931195
1303,6,97.5131,-6.3666,-700.598,-112.333,9.55779,-813.439,707.3803049782839,821.2143818514652,1528.5946868297492
1303,7,97.5131,-6.27019,-700.413,-112.294,9.46012,-813.033,707.196217837204,820.8057598454183,1528.0019776826223
1303,8,97.3945,-6.1927,-699.256,-111.672,9.55781,-811.168,706.0332794561033,818.8745395602407,1524.907819016344
1303,9,97.2977,-5.87926,-697.876,-111.401,9.90736,-810.074,704.6504945712006,817.758047382702,1522.4085419539026
1304,0,96.8656,-5.66719,-696.449,-111.615,9.7698,-809.909,703.17584650417,817.6221287966955,1520.7979753008653
1304,1,96.8518,-5.68858,-696.465,-111.518,9.92619,-808.936,703.1899653227828,816.6469528920782,1519.8369182148608
1304,2,96.7706,-5.64896,-694.855,-111.284,9.94568,-807.639,701.583872960633,815.3304848511814,1516.9143578118144
1304,3,96.8518,-5.74722,-693.439,-111.052,10.0434,-806.464,700.1935078404886,814.1361064856171,1514.3296143261057
1304,4,97.0075,-5.43082,-692.298,-110.702,10.082,-804.964,699.082591448337,812.6029909026918,1511.6855823510286
1304,5,96.7489,-5.43605,-691.777,-110.547,10.0815,-803.585,698.530828252993,811.2158332258131,1509.7466614788061
1304,6,96.6544,-5.59122,-691.327,-110.411,10.2564,-803.139,698.0733168582283,810.7576925216066,1508.831009379835
1304,7,96.7137,-5.39288,-690.469,-110.431,10.2574,-802.49,697.2302796661835,810.1175347539146,1507.347814420098
1304,8,96.6147,-5.55341,-689.738,-110.042,10.237,-800.34,696.493897505727,807.9344982936426,1504.4283957993696
1304,9,96.4582,-5.3926,-688.593,-109.906,10.6464,-799.812,695.3370291671514,807.398235081648,1502.7352642487995
1305,0,96.7752,-4.96419,-686.921,-110.023,10.4901,-799.002,693.7222374685679,806.6097561590797,1500.3319936276475
1305,1,96.5923,-5.02849,-686.979,-109.829,10.5092,-797.867,693.7546429192168,805.4592492576145,1499.2138921768315
1305,2,96.4988,-5.02545,-685.902,-109.634,10.2564,-796.731,692.6751238157341,804.3041054588494,1496.9792292745835
1305,3,96.4399,-5.24189,-685.138,-109.479,10.334,-794.866,691.9119964032869,802.4365401407141,1494.348536544001
1305,4,96.5386,-5.43491,-684.773,-109.382,10.5677,-793.366,691.5658327778117,800.9405147470629,1492.5063475248746
1305,5,96.1037,-5.23619,-684.079,-109.479,10.6255,-792.191,690.8164858197914,799.7906808485893,1490.6071666683806
1305,6,96.0121,-5.10248,-683.142,-108.994,10.8009,-790.811,689.874880549046,798.3598118629282,1488.2346924119743
1305,7,96.3262,-5.55478,-682.535,-108.761,10.8003,-789.472,689.3211288015829,797.0016564506564,1486.322785252239
1305,8,96.1253,-5.35198,-681.308,-108.683,10.9558,-787.933,688.0765276144873,795.4686898499777,1483.5452174644652
1305,9,96.0897,-5.17988,-680.581,-108.722,11.1901,-786.555,687.3503903860857,794.1123721785285,1481.4627625646142
1306,0,95.9314,-5.22059,-679.844,-108.566,11.0145,-785.014,686.5988293042075,792.5622220130416,1479.161051317249
1306,1,95.9343,-5.29808,-679.648,-108.45,11.1107,-783.271,686.4057571671267,790.8212880262455,1477.2270451933723
1306,2,95.4214,-5.25808,-678.661,-108.197,11.0527,-782.094,685.3565815721378,789.6200211635278,1474.9766027356654
1306,3,95.3692,-5.18028,-677.976,-108.294,11.2469,-780.878,684.6704142764739,788.431692716376,1473.10210699285
1306,4,95.0532,-4.98411,-677.241,-108.294,11.3826,-778.607,683.8971591282801,786.1844659288047,1470.0816250570847
1306,5,94.7621,-4.86923,-676.671,-108.391,11.4023,-777.473,683.2914511672183,785.0750837055587,1468.3665348727768
1306,6,94.7644,-4.73324,-675.814,-108.08,11.4024,-775.486,682.4421277033368,783.06438900116,1465.5065167044968
1306,7,95.0783,-5.10702,-674.836,-107.847,11.461,-773.661,681.5200596315345,781.2257502482876,1462.745809879822
1306,8,94.8788,-5.06194,-673.489,-108.099,11.0134,-772.283,680.1581015080271,779.8895568409414,1460.0476583489685
1306,9,94.4888,-5.00551,-673.134,-108.139,11.2652,-770.014,679.7518447285009,777.6519197224682,1457.403764450969
1307,0,94.4528,-4.94723,-672.397,-107.828,11.0526,-768.392,679.0165919338885,775.9995510403083,1455.016142974197
1307,1,94.4134,-5.22278,-671.664,-107.556,10.9926,-767.823,678.2873258630802,775.3975043290764,1453.6848301921566
1307,2,94.0986,-5.43421,-670.519,-107.497,10.8962,-766.162,677.1113693634778,773.7432018618581,1450.8545712253358
1307,3,93.9451,-5.5891,-669.093,-107.381,10.9148,-763.205,675.6791860800656,770.7993798940422,1446.4785659741078
1307,4,93.9849,-5.68632,-668.49,-107.517,10.7593,-761.42,675.0884206999498,769.0488178428532,1444.137238542803
