frame,subframe,left_force_Fx,left_force_Fy,left_force_Fz,right_force_Fx,right_force_Fy,right_force_Fz,left_force,right_force,combined_force
1695,1,143.988,5.49127,-718.312,-140.169,-0.881257,-773.104,732.6218857870771,785.7085464667545,1518.3304322538315
1695,2,143.657,5.24212,-718.006,-140.203,-0.804374,-774.402,732.2550303733627,786.9917317421651,1519.2467621155279
1695,3,143.586,5.06742,-717.755,-140.203,-0.80434,-774.979,731.993755551546,787.5595079819909,1519.553263533537
1695,4,143.5,5.19545,-718.416,-140.203,-1.11568,-774.708,732.6259562400875,787.2932180673616,1519.919174307449
1695,5,143.602,5.08584,-718.714,-140.505,-1.2104,-775.121,732.9373874817041,787.75356853153,1520.6909560132342
1695,6,143.527,4.95437,-717.705,-140.531,-1.47841,-775.266,731.93238248905,787.9013379942492,1519.8337204832992
1695,7,143.567,4.86033,-717.57,-140.445,-1.72056,-775.339,731.8072227005613,787.9583258477022,1519.7655485482635
1695,8,143.571,4.66979,-717.665,-140.428,-1.59078,-775.987,731.8999188445399,788.5926565306123,1520.4925753751522
1695,9,143.258,4.59968,-717.625,-140.272,-1.83292,-776.276,731.7989151707609,788.8498093780123,1520.6487245487733
1696,0,143.075,4.59972,-717.142,-140.462,-2.19625,-776.006,731.2894510473117,788.6188616778466,1519.9083127251583
1696,1,143.126,4.72827,-716.81,-140.669,-2.26582,-776.6,730.9746811711011,789.2404332656004,1520.2151144367015
1696,2,142.896,4.66126,-716.598,-140.626,-2.30885,-776.619,730.7213475496576,789.2515909552052,1519.9729385048627
1696,3,142.694,4.26468,-716.037,-140.462,-2.34373,-775.842,730.12926971907,788.4579097696419,1518.5871794887119
1696,4,142.599,4.22652,-715.368,-140.445,-2.55993,-776.346,729.4543945280682,788.9514959632213,1518.4058904912895
1696,5,142.666,4.19435,-715.271,-140.385,-2.7759,-776.745,729.3721845319593,789.3341807313363,1518.7063652632955
1696,6,142.806,4.09759,-715.132,-140.324,-2.94086,-775.88,729.2627244716462,788.4727313189338,1517.73545579058
1696,7,142.676,4.17548,-714.93,-140.359,-3.13157,-776.203,729.0396289017699,788.7975360133073,1517.8371649150772
1696,8,142.442,4.03855,-714.286,-140.359,-3.28739,-776.295,728.3615332004446,788.8887011733734,1517.2502343738179
1696,9,142.252,3.85601,-713.432,-140.359,-3.35664,-776.239,727.4858891697626,788.8338868444292,1516.3197760141918
1697,0,142.096,3.82139,-713.302,-140.316,-3.48591,-776.24,727.3277249229072,788.8277816003491,1516.1555065232565
1697,1,141.897,3.90678,-713.287,-140.325,-3.59008,-775.591,727.2746151956416,788.1912163811561,1515.4658315767977
1697,2,142.007,3.93347,-712.855,-140.316,-3.80654,-775.122,726.872555033027,787.7291314194058,1514.6016864524327
1697,3,142.095,3.64148,-711.844,-140.066,-3.9791,-774.709,725.896776227578,787.2790815675277,1513.1758577951057
1697,4,142.111,3.38903,-711.171,-140.324,-4.23854,-774.493,725.238728341462,787.1138400805386,1512.3525684220006
1697,5,142.138,3.48231,-710.829,-140.239,-4.36087,-774.492,724.9091010381482,787.0983752823765,1512.0074763205248
1697,6,142.103,3.54424,-709.98,-139.85,-4.37763,-774.132,724.0700412571823,786.6749897946527,1510.745031051835
1697,7,141.931,3.46719,-709.467,-139.815,-4.53286,-773.754,723.532897839826,786.2976749048541,1509.83057274468
1697,8,141.877,3.21847,-709.378,-139.686,-4.86118,-773.231,723.4338867941844,785.7620435144423,1509.1959303086269
1697,9,141.861,3.17103,-709.483,-139.755,-4.98317,-772.691,723.5335002895587,785.2437032471187,1508.7772035366775
1698,0,141.833,3.01895,-709.093,-139.764,-5.1729,-772.096,723.1449347102574,784.6610528160614,1507.8059875263189
1698,1,141.696,2.76689,-707.847,-139.617,-5.55325,-771.016,721.8952746107097,783.574768309038,1505.4700429197478
1698,2,141.6,2.86014,-707.19,-139.583,-5.86513,-770.529,721.2325814193503,783.0917912224064,1504.3243726417568
1698,3,141.592,3.00743,-706.474,-139.368,-6.13349,-770.96,720.5295634290136,783.4796619718857,1504.0092254008991
1698,4,141.514,2.78547,-705.35,-139.195,-6.32359,-770.709,719.411282604826,783.2034208917171,1502.6147034965431
1698,5,141.393,2.57615,-704.91,-139.195,-6.43572,-770.277,718.9553011820849,782.779230208568,1501.734531390653
1698,6,141.365,2.61898,-704.552,-138.979,-6.47066,-769.559,718.5989444643238,782.0345813088035,1500.6335257731273
1698,7,141.315,2.56873,-703.901,-138.763,-6.77292,-768.351,717.9506566608967,780.8100292742956,1498.7606859351922
1698,8,141.33,2.49857,-702.98,-138.815,-6.92945,-767.934,717.0504111651042,780.4103086571207,1497.4607198222247
1698,9,141.4,2.28458,-702.02,-138.798,-7.03296,-767.467,716.1223776043983,779.948679990781,1496.0710575951794
1699,0,141.271,2.28075,-701.208,-138.6,-7.30116,-766.674,715.3008853102046,779.1356038670968,1494.4364891773016
1699,1,141.165,2.37685,-700.124,-138.367,-7.7066,-766.115,714.2176293098082,778.548014959617,1492.7656442694251
1699,2,140.908,2.25684,-699.358,-138.177,-8.03563,-765.989,713.4155661007023,778.3936040330091,1491.8091701337114
1699,3,140.784,2.05866,-698.137,-138.065,-8.23435,-765.522,712.193543572248,777.9162430679298,1490.1097866401778
1699,4,140.639,1.91056,-697.705,-137.944,-8.38205,-764.46,711.7409961394058,776.8512711569715,1488.5922672963773
1699,5,140.378,1.8757,-697.175,-137.789,-8.54729,-763.954,711.1697981210183,776.327623367444,1487.4974214884624
1699,6,140.307,1.91746,-696.444,-137.72,-8.69453,-762.964,710.4392838503876,775.3428006681438,1485.7820845185315
1699,7,140.136,1.82395,-695.55,-137.634,-9.07471,-762.258,709.5288773472172,774.637158211239,1484.1660355584563
1699,8,140.167,1.63362,-694.102,-137.607,-9.26554,-762.061,708.115134005272,774.4407688141758,1482.555902819448
1699,9,140.136,1.39242,-693.785,-137.685,-9.41189,-760.946,707.7977561100744,773.359268266937,1481.1570243770113
1700,0,139.909,1.55158,-692.482,-137.548,-9.49952,-760.135,706.4759415617041,772.5379676166281,1479.0139091783321
1700,1,139.625,1.49681,-690.611,-137.323,-9.68871,-760.331,704.5856473035597,772.693151898905,1477.2787992024646
1700,2,139.364,1.33767,-690.098,-137.298,-9.8547,-759.74,704.0307972390333,772.1092691556617,1476.140066394695
1700,3,139.079,1.27968,-689.65,-137.419,-9.99287,-758.64,703.5351649504823,771.0502503805034,1474.5854153309856
1700,4,138.903,1.26013,-688.478,-137.445,-10.2608,-758.368,702.3514702914892,770.7907857944593,1473.1422560859487
1700,5,138.774,1.20137,-686.656,-137.109,-10.4509,-757.363,700.5398837338792,769.7446413979185,1470.2845251317976
1700,6,138.627,1.13839,-685.257,-137.082,-10.5634,-756.405,699.1393974807828,768.7987930327154,1467.9381905134983
1700,7,138.291,1.00203,-685.069,-137.083,-10.6846,-755.883,698.8883598301812,768.2870682597489,1467.1754280899302
1700,8,137.916,0.776733,-684.41,-136.901,-10.7547,-755.701,698.167941451162,768.0765253372155,1466.2444667883774
1700,9,137.767,0.578491,-682.855,-136.867,-10.7979,-755.218,696.6139762923489,767.5958558104714,1464.2098321028202
1701,0,137.518,0.473492,-681.228,-136.781,-10.8761,-754.084,694.969792510922,766.4659226398849,1461.435715150807
1701,1,137.342,0.516268,-680.496,-136.669,-10.9109,-752.768,694.2174713392395,765.1517007259475,1459.369172065187
1701,2,137.3,0.550948,-679.512,-136.634,-10.8683,-752.027,693.2446550011754,764.415841430494,1457.6604964316693
1701,3,137.137,0.422558,-678.346,-136.548,-11.0057,-751.416,692.0693831114503,763.8013398734582,1455.8707229849085
1701,4,136.989,0.146699,-676.801,-136.221,-11.0584,-750.533,690.5255978184999,762.8749787091986,1453.4005765276984
1701,5,136.782,0.13492,-676.134,-136.142,-10.9461,-749.633,689.830790617095,761.9738157956676,1451.8046064127625
1701,6,136.556,-0.102424,-675.712,-136.031,-11.083,-749.018,689.3723656853933,761.3509244586231,1450.7232901440166
1701,7,136.228,-0.34011,-674.41,-135.987,-11.3088,-748.784,688.0312723698045,761.1161749578313,1449.1474473276357
1701,8,135.717,-0.390437,-673.286,-135.876,-11.2496,-747.455,686.8284315067708,759.7880085268258,1446.6164400335965
1701,9,135.557,-0.375031,-672.753,-135.531,-11.1881,-746.351,686.2743182622027,758.6393350885584,1444.913653350761
1702,0,135.414,-0.347199,-672.055,-135.521,-11.4381,-745.112,685.5618097357418,757.4223815788718,1442.9841913146136
1702,1,135.324,-0.339149,-670.918,-135.496,-11.5689,-744.081,684.4294432021785,756.4056715970671,1440.8351147992457
1702,2,135.308,-0.34749,-670.672,-135.564,-11.5345,-742.933,684.185141023466,755.2880809831769,1439.473222006643
1702,3,135.282,-0.638973,-669.82,-135.531,-11.7069,-742.153,683.3450520860562,754.5175802309777,1437.8626323170338
1702,4,135.017,-0.80654,-668.942,-135.092,-11.8884,-741.238,682.4321505906441,753.5416081163403,1435.9737587069844
1702,5,134.557,-0.856483,-669.21,-135.021,-11.837,-739.725,682.6040901665689,752.0397999009095,1434.6438900674784
1702,6,134.338,-0.840866,-668.357,-134.945,-11.9394,-738.786,681.7246399746967,751.1041579523841,1432.8287979270808
1702,7,134.26,-0.728222,-667.03,-134.599,-12.0351,-738.227,680.4081854352439,750.4937294621521,1430.9019148973962
1702,8,134.139,-0.735882,-666.394,-134.461,-12.1301,-737.74,679.7608227011306,749.9914715828507,1429.7522942839814
1702,9,133.855,-0.941436,-666.263,-134.633,-12.4069,-736.268,679.5766568208049,748.5790163240017,1428.1556731448068
1703,0,133.594,-1.03882,-665.711,-134.514,-12.5885,-734.625,678.9842203645034,746.9446948424294,1425.9289152069327
1703,1,133.524,-0.960894,-665.375,-134.091,-12.4078,-733.401,678.6409010060322,745.6617038462147,1424.302604852247
1703,2,133.438,-1.01113,-665.79,-133.831,-12.5349,-731.926,679.0309612439456,744.1663320488303,1423.197293292776
1703,3,133.326,-0.953085,-665.117,-133.804,-12.6918,-731.022,678.3489915493478,743.275020895523,1421.624012444871
1703,4,133.291,-0.84792,-664.207,-133.624,-12.9661,-730.248,677.4497387248197,742.4861174656467,1419.9358561904664
1703,5,133.077,-0.762364,-664.152,-133.322,-13.0293,-729.92,677.3536360217375,742.1103184449667,1419.4639544667043
1703,6,132.73,-0.606409,-664.046,-133.433,-12.8982,-728.452,677.1814459566028,740.6841738259567,1417.8656197825594
1703,7,132.419,-0.791794,-663.989,-133.348,-12.9761,-726.61,677.0648496412574,738.8586876901496,1415.923537331407
1703,8,132.236,-0.746045,-664.509,-132.968,-13.183,-726.173,677.5390227582039,738.3640744524342,1415.9030972106382
1703,9,131.987,-0.450251,-664.341,-132.701,-13.3212,-724.919,677.3254278232606,737.0851825477432,1414.4106103710037
1704,0,131.64,-0.337003,-664.256,-132.597,-13.45,-723.905,677.1744507193268,736.0715426736724,1413.2459933929993
1704,1,131.456,-0.216414,-663.747,-132.597,-13.5972,-722.739,676.639347643942,734.9275545098578,1411.5669021537997
1704,2,131.25,-0.188377,-663.087,-132.511,-13.761,-721.437,675.9518973676264,733.6347014768318,1409.5865988444582
1704,3,131.153,-0.265513,-662.641,-132.098,-14.0803,-720.609,675.4955771780842,732.751982142041,1408.2475593201252
1704,4,130.846,-0.258191,-662.186,-131.862,-14.1685,-719.369,674.9896599019814,731.4916893562429,1406.4813492582243
1704,5,130.308,-0.0526862,-662.023,-131.812,-14.1412,-718.537,674.7255962010303,730.6639427605827,1405.389538961613
1704,6,130.012,0.0459163,-662.219,-131.657,-14.3477,-717.585,674.8608198831124,729.7038127687769,1404.5646326518893
1704,7,129.813,0.0539768,-661.906,-131.544,-14.5308,-716.485,674.5153598832978,728.6053275331166,1403.1206874164145
1704,8,129.707,0.0891806,-662.001,-131.423,-14.608,-715.494,674.5881986835964,727.6105157493259,1402.1987144329223
1704,9,129.494,0.302095,-662.083,-131.182,-14.8135,-714.36,674.6278130839173,726.4560320530418,1401.083845136959
1705,0,129.19,0.563101,-661.612,-131.0,-15.0388,-714.121,674.1074185370876,726.1927899300846,1400.300208467172
1705,1,128.914,0.633586,-661.466,-130.965,-15.1945,-712.995,673.9113368858098,725.0824601934942,1398.993797079304
1705,2,128.56,0.889472,-661.288,-130.922,-15.2637,-712.355,673.6692687843484,724.4468211309164,1398.1160899152649
1705,3,128.212,1.10036,-660.428,-130.673,-15.4355,-712.002,672.7589991372316,724.0583785809331,1396.8173777181646
1705,4,127.944,1.35574,-659.932,-130.585,-15.9188,-710.614,672.2215035172169,722.6881121302882,1394.9096156475052
1705,5,127.582,1.48201,-660.274,-130.483,-16.1115,-709.244,672.4887494625023,721.3268643668071,1393.8156138293093
1705,6,127.072,1.62536,-660.318,-130.258,-15.8265,-708.126,672.4357189376019,720.1805721777351,1392.616291115337
1705,7,126.825,1.97095,-660.171,-130.317,-15.8247,-706.795,672.2456504209622,718.8825450962695,1391.1281955172317
1705,8,126.611,1.98391,-659.458,-130.25,-15.9215,-705.712,671.5051265507122,717.8077622917225,1389.3128888424349
1705,9,126.478,1.87908,-659.227,-129.982,-16.36,-704.974,671.2528979115446,717.0434509846666,1388.2963488962112
1706,0,126.257,2.09252,-659.52,-129.921,-16.4423,-703.983,671.4996940348896,716.0599693875437,1387.5596634224332
1706,1,125.875,2.18272,-659.966,-129.87,-16.0252,-703.564,671.8663565379638,715.6293216680266,1387.4956782059903
1706,2,125.82,2.45344,-660.337,-129.714,-16.144,-703.458,672.2214258239867,715.499481688142,1387.7209075121286
1706,3,125.549,2.65015,-659.804,-129.516,-16.3966,-702.507,671.6478937002798,714.5343433289682,1386.182237029248
1706,4,125.31,2.70747,-659.809,-129.412,-16.2163,-701.227,671.6084000180468,713.2529282510448,1384.8613282690917
1706,5,125.217,2.72744,-660.086,-129.283,-15.9561,-699.823,671.8632773220706,711.8433272463892,1383.7066045684599
1706,6,124.77,2.78564,-660.015,-129.136,-15.7146,-698.917,671.7105871692135,710.9205497368605,1382.631136906074
1706,7,124.659,2.67871,-660.284,-129.059,-15.6178,-697.967,671.9538692680205,709.970474207794,1381.9243434758146
1706,8,124.586,2.67258,-660.326,-129.024,-15.5669,-696.687,671.9815773932023,708.7046612804307,1380.686238673633
1706,9,124.238,2.72832,-660.625,-128.767,-15.3263,-695.819,672.2112130863501,707.7993476414696,1380.0105607278197
1707,0,124.226,2.78632,-661.617,-128.429,-15.1877,-695.349,673.1841630223801,707.2728653591131,1380.4570283814933
1707,1,124.503,2.67897,-661.419,-128.153,-15.0592,-694.756,673.0403163631885,706.6370146331425,1379.677330996331
1707,2,124.601,2.41824,-661.277,-127.971,-15.0834,-693.319,672.9179205629002,705.191691356017,1378.1096119189174
1707,3,124.48,2.30535,-661.646,-127.808,-14.6301,-692.625,673.2577621941113,704.470237352161,1377.7279995462723
1707,4,124.324,2.35519,-661.468,-127.532,-14.2194,-691.16,673.0541723516288,702.971370654851,1376.02554300648
1707,5,124.339,2.2553,-661.588,-127.35,-14.2117,-690.119,673.1745353495555,701.9146878915486,1375.0892232411043
1707,6,124.195,2.02938,-662.166,-127.229,-13.963,-690.158,673.7153167059396,701.9260992255524,1375.641415931492
1707,7,124.104,1.91608,-661.748,-126.902,-13.6175,-689.208,673.2873752585641,700.9259741044342,1374.2133493629983
1707,8,124.174,1.75332,-661.603,-126.779,-13.2634,-688.642,673.1573263480257,700.3403720938556,1373.4976984418813
1707,9,124.132,1.60488,-662.419,-126.678,-12.9605,-687.819,673.9512301530538,699.5071600814747,1373.4583902345285
1708,0,124.224,1.31427,-662.877,-126.195,-12.7705,-687.092,674.417709294939,698.701424185789,1373.1191334807281
1708,1,124.287,1.18903,-663.038,-126.045,-12.3576,-686.465,674.5873268935171,698.0503194811675,1372.6376463746847
1708,2,124.422,1.30191,-662.399,-125.979,-11.9068,-685.688,673.9843946670043,697.2664581573102,1371.2508528243145
1708,3,124.563,1.12403,-662.523,-125.668,-11.5965,-685.291,674.1319825831148,696.8146666921199,1370.9466492752347
1708,4,124.478,0.863294,-663.202,-125.529,-11.5008,-684.608,674.78323227873,696.1163063063815,1370.8995385851115
1708,5,124.365,0.750293,-663.276,-125.272,-11.1065,-683.903,674.8349934173433,695.37021918921,1370.2052126065532
1708,6,124.287,0.715291,-663.631,-124.892,-10.6721,-682.702,675.1695151376539,694.1137703477795,1369.2832854854332
1708,7,124.421,0.800044,-663.66,-124.581,-10.4742,-681.99,675.2227935366236,693.3545229726565,1368.57731650928
1708,8,124.562,0.700203,-663.44,-124.356,-10.0691,-681.972,675.0324553147361,693.2904227629356,1368.3228780776717
1708,9,124.349,0.687311,-662.993,-124.029,-9.86798,-681.81,674.5538260557202,693.0695823438512,1367.6234083995714
1709,0,124.299,0.665314,-662.982,-123.691,-9.38876,-681.022,674.5337770399037,692.2272580441611,1366.7610350840648
1709,1,124.277,0.432224,-663.1,-123.415,-8.97009,-680.44,674.6455139898184,691.5998252888792,1366.2453392786974
1709,2,124.3,0.538599,-662.954,-123.062,-8.6709,-679.813,674.5063277723069,690.9161709786579,1365.4224987509647
1709,3,124.363,0.671885,-663.31,-122.888,-8.34149,-679.124,674.8679598991591,690.2031935418875,1365.0711534410466
1709,4,124.498,0.722194,-663.161,-122.888,-7.92817,-678.711,674.7464601531257,689.79195265279,1364.5384128059156
1709,5,124.596,0.83536,-662.704,-122.674,-7.73493,-679.206,674.3155438356212,690.2387484444096,1364.5542922800307
1709,6,124.518,0.700207,-662.808,-122.5,-7.46228,-679.252,674.4031935554893,690.2501105590627,1364.6533041145522
1709,7,124.654,0.516904,-662.599,-122.243,-6.96813,-678.368,674.2227537741109,689.3294200226021,1363.5521737967129
1709,8,124.837,0.864326,-662.395,-121.82,-6.87951,-677.736,674.0564958914306,688.6316328443241,1362.6881287357546
1709,9,124.658,1.266,-662.825,-121.56,-6.90664,-678.231,674.446588207695,689.0731634863527,1363.5197516940475
1710,0,124.439,1.29467,-662.676,-121.576,-6.91518,-678.993,674.2597584517475,689.8260922431338,1364.0858506948812
1710,1,124.575,1.59909,-663.108,-121.56,-6.82193,-679.226,674.7100913561528,690.0516874879191,1364.761778844072
1710,2,124.588,1.88049,-664.306,-121.062,-6.50283,-678.852,675.8906476809989,689.5928744890052,1365.483522170004
1710,3,124.269,1.88106,-663.769,-120.713,-6.37099,-679.024,675.3040856597297,689.6997973456133,1365.0038830053431
1710,4,124.561,1.88102,-662.422,-120.627,-6.40527,-679.193,674.0340399721964,689.8514563743219,1363.8854963465183
1710,5,124.652,2.1359,-663.405,-120.472,-6.44753,-678.706,675.0176865814776,689.3452747811513,1364.362961362629
1710,6,124.447,2.26267,-664.32,-120.445,-6.48211,-679.379,675.8796030984579,690.0035082635827,1365.8831113620406
1710,7,124.568,2.23542,-663.921,-120.395,-6.65339,-679.84,675.5096431344089,690.4503235016203,1365.959966636029
1710,8,124.553,2.48353,-664.397,-120.068,-6.79369,-680.068,675.9755848692029,690.6192608607264,1366.5948457299291
1710,9,124.44,2.70189,-664.113,-119.987,-6.83577,-680.342,675.6764688655157,690.8754192215068,1366.5518880870227
1711,0,124.362,2.94948,-664.339,-120.006,-7.12688,-680.27,675.8852812402934,690.8107594374413,1366.6960406777348
1711,1,124.285,2.99864,-664.9,-119.764,-7.29426,-679.378,676.4227694769371,689.8920849009269,1366.3148543778639
1711,2,124.292,3.14841,-664.575,-119.668,-7.47351,-678.827,676.1052761031585,689.3347369056053,1365.4400130087638
1711,3,124.199,3.27482,-665.141,-119.404,-7.56248,-679.063,676.6451551057115,689.522345024982,1366.1675001306935
1711,4,124.179,3.37425,-665.909,-119.33,-7.40643,-678.689,677.3969337730003,689.1395089721274,1366.5364427451277
1711,5,124.206,3.7279,-665.968,-119.256,-7.464,-678.056,677.4617367043027,688.5039171769469,1365.9656538812496
