Devices
1000
		FP_links - Force			FP_links - Moment			FP_links - CoP			FP_links - Raw								FP_rechts - Force			FP_rechts - Moment			FP_rechts - CoP			FP_rechts - Raw								Combined Force			Combined Moment			Combined CoP			
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	FX12	FX34	FY14	FY23	FZ1	FZ2	FZ3	FZ4	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	FX12	FX34	FY14	FY23	FZ1	FZ2	FZ3	FZ4	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	V	V	V	V	V	V	V	V	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	V	V	V	V	V	V	V	V	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
4	3	42.7854	-2.1767	-352.646	-52719.2	-20341.1	-4758.31	642.319	149.496	0	19.0188	23.7666	9.4785	-7.3018	40.7504	34.3609	186.216	91.3179	-41.407	-10.8049	-379.012	-53309	35793.9	3174.36	94.4401	140.652	0	-16.6819	-24.7251	2.82354	7.98131	66.1409	21.6999	86.6247	204.547	1.37836	-12.9816	-731.658	-106028	262305	-3107.64	358.507	144.915	0
4	4	42.6797	-2.05606	-352.696	-52597.1	-20378.9	-4920.04	642.22	149.129	0	18.8624	23.8174	9.67502	-7.61897	40.8374	34.5241	186.178	91.1555	-41.1224	-10.9227	-378.807	-53441	35953.2	3187.39	94.9118	141.077	0	-16.5147	-24.6077	2.88226	8.04042	66.1607	21.3327	86.4822	204.831	1.5573	-12.9787	-731.502	-106038	262461	-3171.89	358.798	144.959	0
4	5	42.7394	-2.24476	-352.858	-52852.5	-20355.2	-4887.92	642.313	149.784	0	18.8442	23.8952	9.6335	-7.38874	40.8562	34.1103	186.611	91.2803	-41.3483	-11.0799	-378.768	-53468.1	35867.7	3240.55	94.6957	141.163	0	-16.6914	-24.657	2.75539	8.32447	66.1607	21.2736	86.7475	204.586	1.39104	-13.3246	-731.626	-106321	262513	-3218.7	358.808	145.321	0
4	6	42.8867	-2.20306	-352.874	-52660.5	-20176	-4859.3	642.824	149.233	0	18.9825	23.9042	9.6245	-7.42144	41.143	34.1977	186.091	91.4427	-41.1814	-11.1653	-378.626	-53582.9	35694.6	3136.2	94.2741	141.52	0	-16.5831	-24.5983	3.07727	8.08802	65.8754	21.2736	87.0722	204.404	1.70532	-13.3684	-731.5	-106243	262531	-3265.25	358.894	145.24	0
4	7	42.7673	-2.05668	-353.737	-53074.3	-20087.3	-4820.79	643.214	150.039	0	19.0006	23.7667	9.55601	-7.49933	41.1807	33.7839	186.737	92.0358	-41.2892	-11.1077	-378.892	-53595.4	35977.3	3256.67	94.9538	141.453	0	-16.5641	-24.7251	2.85193	8.25582	66.4064	20.8473	86.9692	204.669	1.47804	-13.1644	-732.629	-106670	263506	-3003.79	359.672	145.599	0
4	8	42.8875	-1.96944	-353.42	-52792.9	-20235.2	-4823.45	642.745	149.377	0	19.1389	23.7486	9.6155	-7.64606	41.1807	34.1598	186.543	91.537	-41.2402	-10.8926	-378.932	-53734.5	36076.4	3179.09	95.2056	141.805	0	-16.6325	-24.6077	2.8141	8.07852	66.3429	20.6461	86.9494	204.993	1.64725	-12.8621	-732.352	-106527	263235	-3022.98	359.438	145.459	0
4	9	42.9056	-2.02919	-353.507	-52863.3	-20165.2	-4809.96	642.957	149.54	0	19.157	23.7486	9.6245	-7.59531	41.1807	34.0724	186.505	91.7486	-41.2991	-10.7268	-378.931	-53526.7	35788.4	3119.1	94.4457	141.257	0	-16.7103	-24.5888	2.8141	7.9127	66.1805	21.1947	87.0919	204.464	1.60649	-12.756	-732.437	-106390	263078	-3111.29	359.181	145.255	0
5	0	42.6983	-2.10743	-353.241	-52731.7	-20386.3	-4818.68	642.288	149.28	0	18.9497	23.7486	9.55601	-7.44858	41.0373	34.3419	186.649	91.2122	-41.2403	-10.8445	-377.933	-53685.5	35953.5	3130.5	95.1321	142.051	0	-16.6515	-24.5888	2.88224	7.96226	65.7329	20.8474	86.5416	204.811	1.45798	-12.9519	-731.174	-106417	262836	-3163.38	359.471	145.543	0
5	1	42.8085	-1.70456	-353.777	-52844.8	-20302.1	-4856.06	642.613	149.373	0	18.9224	23.8861	9.34155	-7.63699	41.0185	34.3799	186.668	91.7108	-41.2996	-10.5909	-378.08	-53404.7	35985.3	3101.48	95.1791	141.253	0	-16.847	-24.4525	2.61913	7.97179	66.1013	21.0723	86.3199	204.586	1.50898	-12.2955	-731.857	-106250	263327	-2947.77	359.807	145.178	0
5	2	42.8957	-1.92466	-353.708	-52686.8	-20259.6	-4871.51	642.722	148.956	0	18.9915	23.9042	9.51998	-7.59532	41.3052	34.3799	186.524	91.4993	-41.1722	-10.8947	-378.974	-53376.1	35920.4	3154.02	94.7834	140.844	0	-16.6705	-24.5017	2.78568	8.10902	66.4459	21.2538	86.7276	204.547	1.72354	-12.8194	-732.682	-106063	263257	-3064.75	359.305	144.76	0
